Time,V_mps,alt_m,pitch_deg,q_degps,alpha_deg,vpath_deg,beta_deg,p_degps,r_degps,roll_deg
989.32324,57.71595593736,3408.246216768,-11.41407,4.86685,3.21941,-14.62929,0.18253,0.43889,0.33166,1.09278
989.33783,57.73551509824,3408.033987576,-11.34348,4.8327,3.23003,-14.56926,0.18406,0.43675,0.33753,1.0979
989.35138,57.75353092712,3407.837534832,-11.27832,4.8001,3.23913,-14.51315,0.18555,0.43541,0.34287,1.10264
989.36639,57.77328043228,3407.62143468,-11.2068,4.7633,3.24834,-14.45078,0.18726,0.43452,0.34858,1.10785
989.38098,57.79228913808,3407.41129032,-11.13785,4.72697,3.25645,-14.38988,0.18896,0.43415,0.354,1.1129
989.39526,57.81076796656,3407.206501296,-11.07074,4.69099,3.26361,-14.32987,0.1907,0.43414,0.3593,1.11785
989.40845,57.82760057424,3407.018979192,-11.0095,4.65779,3.26953,-14.2745,0.19238,0.43448,0.36402,1.12239
989.42297,57.84605368052,3406.81240404,-10.94233,4.62106,3.27534,-14.21307,0.19424,0.43512,0.36912,1.12742
989.43658,57.86318466572,3406.619523552,-10.87991,4.5868,3.2801,-14.15535,0.19604,0.43594,0.37377,1.13213
989.45099,57.8812004946,3406.416523704,-10.81418,4.55071,3.28447,-14.09393,0.19801,0.43702,0.37854,1.13714
989.46503,57.89850124632,3406.219177896,-10.75095,4.51611,3.28804,-14.03421,0.19998,0.43829,0.383,1.14201
989.47968,57.91645534192,3406.014090168,-10.68526,4.48042,3.29112,-13.97153,0.20206,0.43977,0.38751,1.14713
989.49286,57.93246998364,3405.83014032,-10.62659,4.44892,3.29334,-13.91501,0.20399,0.44121,0.39141,1.15176
989.50641,57.9487984362,3405.641426448,-10.56665,4.41717,3.29509,-13.85676,0.20597,0.44284,0.39517,1.15653
989.52075,57.9658522548,3405.443781936,-10.50395,4.38451,3.29638,-13.79528,0.20812,0.44463,0.39896,1.16159
989.53534,57.9831375732,3405.242269512,-10.44031,4.35207,3.29713,-13.73232,0.21036,0.44647,0.40278,1.16678
989.55011,58.00041260272,3405.03956532,-10.37651,4.32039,3.29736,-13.66867,0.21264,0.44831,0.40649,1.17206
989.56451,58.01706001056,3404.843408232,-10.3149,4.2907,3.29709,-13.60671,0.2149,0.4504,0.40984,1.17721
989.57947,58.03428359568,3404.638027896,-10.25098,4.26092,3.29632,-13.54194,0.21729,0.45252,0.41318,1.18263
989.59418,58.05095158128,3404.44067904,-10.18897,4.23312,3.29512,-13.47866,0.21963,0.45455,0.41628,1.18796
989.60968,58.0684066662,3404.231427744,-10.12377,4.2051,3.2934,-13.41166,0.22216,0.45671,0.41936,1.19363
989.6239,58.08423096364,3404.039739024,-10.0644,4.18066,3.29146,-13.35028,0.22446,0.45863,0.42211,1.19885
989.63745,58.0992218618,3403.858166616,-10.008,4.15856,3.28931,-13.29164,0.22669,0.46043,0.42458,1.20386
989.65393,58.11721196848,3403.63998468,-9.93998,4.13328,3.28631,-13.22053,0.22943,0.46269,0.42726,1.20999
989.66803,58.13249609972,3403.451865168,-9.88193,4.11309,3.28345,-13.15955,0.23179,0.46455,0.42939,1.21527
989.68225,58.1476567644,3403.265830488,-9.82398,4.0942,3.28035,-13.09842,0.23416,0.46627,0.43152,1.22059
989.69629,58.16259107372,3403.080987576,-9.76664,4.07676,3.27706,-13.03771,0.23652,0.46797,0.43349,1.22591
989.71106,58.17809127144,3402.88691532,-9.70679,4.0599,3.2734,-12.97411,0.23901,0.47025,0.43538,1.23152
989.72565,58.19323135836,3402.698201448,-9.64793,4.04468,3.26961,-12.91138,0.24145,0.47239,0.43707,1.2371
989.73975,58.20771295696,3402.515739024,-9.59126,4.03132,3.2658,-12.85082,0.24382,0.47435,0.43857,1.24251
989.75348,58.22170068932,3402.338333232,-9.53615,4.01953,3.26198,-12.79181,0.24613,0.47617,0.43989,1.24783
989.76849,58.23685106512,3402.145452744,-9.47602,4.00798,3.25768,-12.72729,0.24865,0.47818,0.44104,1.25368
989.78357,58.25189340768,3401.952572256,-9.41586,3.9978,3.25328,-12.66264,0.25118,0.48015,0.442,1.25958
989.80023,58.26829902684,3401.74004436,-9.34962,3.98816,3.24835,-12.59137,0.25396,0.48209,0.44305,1.26613
989.81482,58.28257484784,3401.555795808,-9.29146,3.98107,3.24398,-12.52874,0.25641,0.48374,0.44381,1.27193
989.83026,58.297437135,3401.361427896,-9.23032,3.97493,3.23935,-12.46289,0.25896,0.48562,0.44449,1.27807
989.84406,58.31059146808,3401.188786128,-9.17562,3.97057,3.23521,-12.40397,0.26121,0.4872,0.44497,1.28359
989.87042,58.33534136892,3400.859876448,-9.07131,3.96505,3.22735,-12.29163,0.26549,0.49015,0.44529,1.29422
989.88422,58.34806356904,3400.689615168,-9.01692,3.96354,3.2233,-12.23312,0.26772,0.49158,0.44536,1.29981
989.89838,58.36104299116,3400.515489024,-8.96086,3.9629,3.21918,-12.17284,0.26997,0.49304,0.44528,1.3056
989.91241,58.37372403576,3400.342847256,-8.9054,3.96317,3.21517,-12.11329,0.2722,0.49447,0.44497,1.31135
989.9278,58.3875162794,3400.154727744,-8.84447,3.96441,3.21085,-12.04794,0.27459,0.49598,0.44447,1.3177
989.94238,58.40039281272,3399.978218064,-8.78676,3.96649,3.20685,-11.98615,0.27684,0.49731,0.44396,1.32373
989.95618,58.41243080232,3399.811233384,-8.73225,3.9692,3.20317,-11.92786,0.27892,0.49852,0.44336,1.32946
989.97046,58.424762025,3399.639189024,-8.67567,3.97272,3.19946,-11.8675,0.28106,0.49997,0.44262,1.33542
989.98572,58.43776202488,3399.457022256,-8.61528,3.97722,3.19563,-11.80317,0.2833,0.50145,0.44167,1.34182
990.00085,58.45051509164,3399.276641616,-8.55514,3.9824,3.19195,-11.73927,0.28549,0.50285,0.44057,1.3482
990.01624,58.46332474724,3399.092987424,-8.49385,3.98834,3.18835,-11.67429,0.28768,0.50425,0.43929,1.35474
990.03058,58.47510551484,3398.924810976,-8.43673,3.99444,3.18514,-11.61386,0.28968,0.5055,0.43785,1.36085
990.0448,58.4865981938,3398.758423704,-8.38013,4.00095,3.18209,-11.55414,0.29159,0.50661,0.43635,1.36692
990.05994,58.49872363888,3398.582508384,-8.31963,4.00838,3.179,-11.49044,0.29361,0.50768,0.43466,1.37342
990.0741,58.509902507,3398.417605488,-8.26296,4.01574,3.17624,-11.43093,0.29546,0.50859,0.43299,1.37952
990.08917,58.52162154132,3398.243775,-8.20262,4.02394,3.17347,-11.36774,0.29735,0.50997,0.43123,1.38604
990.10297,58.53226538768,3398.083636128,-8.14697,4.0318,3.17106,-11.3096,0.29906,0.51112,0.4295,1.39206
990.11707,58.54294524512,3397.92439032,-8.09032,4.04004,3.16876,-11.25056,0.30077,0.51218,0.42766,1.3982
990.13165,58.55386689124,3397.757701296,-8.03147,4.04881,3.16651,-11.18938,0.30247,0.51318,0.42566,1.4046
990.14502,58.56375964936,3397.60619436,-7.9773,4.05704,3.16458,-11.1332,0.30401,0.51403,0.42374,1.41049
990.15875,58.57376044072,3397.450520808,-7.92168,4.06562,3.16273,-11.07566,0.30551,0.51483,0.42168,1.41655
990.17285,58.58388984308,3397.293954192,-7.86455,4.07452,3.16097,-11.01668,0.30702,0.5156,0.41949,1.42279
990.1994,58.60258473804,3396.998380488,-7.75633,4.09155,3.15802,-10.90536,0.30973,0.51716,0.4151,1.43462
990.21417,58.61280159588,3396.835266768,-7.69579,4.10109,3.15658,-10.84331,0.31116,0.51803,0.41253,1.44125
990.22839,58.62243198756,3396.67780404,-7.63769,4.11022,3.15533,-10.78388,0.31246,0.51882,0.40988,1.44762
990.24207,58.63159937964,3396.528083232,-7.58143,4.11902,3.15425,-10.72646,0.31366,0.5195,0.40725,1.4538
990.25549,58.64044781644,3396.383422104,-7.52621,4.12759,3.15329,-10.67021,0.31479,0.52009,0.40469,1.45987
990.26996,58.64981584168,3396.226261128,-7.46669,4.13672,3.15239,-10.60972,0.31596,0.52068,0.40186,1.46642
990.28461,58.65918901136,3396.068502744,-7.40607,4.14589,3.1516,-10.54824,0.31708,0.52119,0.39891,1.47309
990.2981,58.66768762624,3395.923841616,-7.35011,4.15423,3.15098,-10.49158,0.31806,0.52157,0.39616,1.47925
990.31232,58.6764794742,3395.774419512,-7.29114,4.16287,3.15043,-10.43199,0.31905,0.52213,0.39325,1.48576
990.3266,58.68514271116,3395.623208232,-7.23188,4.17139,3.14998,-10.37222,0.31995,0.52249,0.39035,1.49229
990.34125,58.69392941468,3395.468726448,-7.17072,4.17998,3.14963,-10.31064,0.32083,0.52275,0.38726,1.49904
990.35638,58.7027932848,3395.31066936,-7.10769,4.1886,3.14938,-10.24729,0.32165,0.52297,0.38403,1.506
990.37061,58.71100895548,3395.16273468,-7.0481,4.19651,3.14923,-10.18748,0.32239,0.52315,0.38101,1.51258
990.38538,58.71937895936,3395.008548552,-6.98606,4.20451,3.14917,-10.12532,0.32309,0.52327,0.37786,1.51943
990.39972,58.72734769692,3394.8624,-6.92594,4.212,3.14919,-10.06515,0.32368,0.52334,0.3747,1.52607
990.41315,58.73467852392,3394.724883384,-6.86934,4.21883,3.14928,-10.00859,0.32421,0.52335,0.37171,1.53232
990.427,58.74207622864,3394.584687576,-6.81114,4.22561,3.14944,-9.95049,0.32468,0.52331,0.36872,1.53875
990.44135,58.749633411,3394.43824032,-6.75044,4.23242,3.14967,-9.88997,0.32512,0.52323,0.36559,1.54545
990.46777,58.7630861216,3394.173920808,-6.6389,4.24425,3.15027,-9.77891,0.32575,0.52372,0.35973,1.55779
990.48132,58.76981504912,3394.03878468,-6.58135,4.24998,3.15065,-9.72169,0.32598,0.52383,0.35671,1.56415
990.5083,58.7827893268,3393.773870808,-6.46671,4.26064,3.15153,-9.60783,0.3263,0.5239,0.35066,1.57685
990.52313,58.78968802084,3393.62861532,-6.4038,4.26605,3.15208,-9.54542,0.32639,0.52393,0.34729,1.58382
990.53784,58.79637579284,3393.48574032,-6.3411,4.27116,3.15267,-9.48326,0.32639,0.52377,0.34408,1.59077
990.55237,58.80284235392,3393.346437576,-6.27903,4.27593,3.15329,-9.42176,0.32636,0.52344,0.34101,1.59764
990.56696,58.80914429292,3393.205943064,-6.21697,4.28043,3.15393,-9.3603,0.32626,0.52301,0.338,1.60452
990.58118,58.81515299884,3393.070806936,-6.15622,4.28455,3.1546,-9.30017,0.32611,0.52254,0.33509,1.61125
990.59515,58.82094563828,3392.939243064,-6.09628,4.28837,3.15527,-9.24086,0.32589,0.52204,0.33227,1.61788
990.60925,58.82661481116,3392.806786128,-6.03594,4.29196,3.15596,-9.18117,0.32563,0.52147,0.3295,1.62456
990.62268,58.8318930066,3392.680876296,-5.97832,4.29515,3.15664,-9.1242,0.32534,0.52085,0.32693,1.63093
990.64929,58.8419246646,3392.435012424,-5.86441,4.30083,3.15801,-9.0116,0.32462,0.51954,0.32194,1.64351
990.66406,58.84730574884,3392.298388872,-5.80085,4.30364,3.15879,-8.94877,0.32412,0.51879,0.3192,1.65052
990.67737,58.85197690036,3392.177243064,-5.74385,4.30594,3.15949,-8.89244,0.32367,0.51829,0.31691,1.65681
990.6911,58.85667891852,3392.052525,-5.68486,4.30812,3.16022,-8.83416,0.32312,0.5177,0.31461,1.66331
990.70575,58.86154555876,3391.921259832,-5.62185,4.31022,3.161,-8.77189,0.32251,0.5171,0.31209,1.67026
990.71954,58.86600578824,3391.798922256,-5.56234,4.312,3.16173,-8.71309,0.32188,0.51644,0.3098,1.67681
990.73364,58.87037856224,3391.674204192,-5.50187,4.3136,3.16247,-8.65333,0.3212,0.51581,0.30751,1.68347
990.74805,58.87471532516,3391.5477,-5.43988,4.31505,3.16321,-8.59206,0.32045,0.51512,0.30523,1.69029
990.77472,58.88233938524,3391.314339024,-5.32496,4.31721,3.16458,-8.47846,0.31895,0.51386,0.30113,1.70294
990.78857,58.88607424868,3391.193787576,-5.26539,4.31809,3.16527,-8.41955,0.31813,0.51311,0.29922,1.70948
990.80206,58.8896136234,3391.078890168,-5.20703,4.3188,3.16593,-8.36184,0.31728,0.51233,0.29744,1.7159
990.8172,58.89341022012,3390.948816768,-5.14179,4.31942,3.16666,-8.29731,0.31629,0.51151,0.2954,1.72306
990.83093,58.89669751728,3390.83273064,-5.0827,4.31983,3.16731,-8.23885,0.31535,0.51073,0.29365,1.72954
990.84558,58.9000568366,3390.7095,-5.01955,4.32013,3.16798,-8.17636,0.3143,0.5099,0.29184,1.73647
990.87146,58.9056128318,3390.495189024,-4.90807,4.3203,3.16913,-8.06601,0.3124,0.50838,0.28889,1.74869
990.88483,58.90829822948,3390.38505564,-4.85047,4.32024,3.1697,-8.00897,0.31134,0.50758,0.28748,1.75499
990.89862,58.91092189388,3390.27194436,-4.79096,4.32007,3.17028,-7.95002,0.31025,0.50667,0.28622,1.7615
990.92523,58.91559818984,3390.057633384,-4.67637,4.31946,3.17134,-7.83646,0.30806,0.50497,0.28403,1.77403
990.93939,58.9178823212,3389.944522104,-4.61525,4.31899,3.17187,-7.77588,0.30684,0.50412,0.28295,1.7807
990.96576,58.92173036232,3389.736163872,-4.50172,4.31789,3.17282,-7.66329,0.30454,0.50255,0.28102,1.79308
990.97943,58.92352577188,3389.62930404,-4.44281,4.31722,3.17329,-7.60484,0.30331,0.50175,0.28013,1.7995
990.99292,58.92517199268,3389.524827744,-4.38464,4.31648,3.17373,-7.54711,0.30205,0.50098,0.27931,1.80584
991.00726,58.92676162464,3389.41469436,-4.32307,4.31564,3.17419,-7.486,0.30073,0.50017,0.27852,1.81254
991.0224,58.9282998122,3389.29920564,-4.25796,4.31469,3.17465,-7.42134,0.29931,0.49929,0.2778,1.81962
991.03583,58.92951904448,3389.197704192,-4.20013,4.31379,3.17504,-7.3639,0.29802,0.49841,0.27738,1.82591
991.04944,58.93060966576,3389.095608384,-4.1416,4.31285,3.17542,-7.30575,0.29668,0.49755,0.27704,1.83227
991.06305,58.93157682048,3388.993512576,-4.08303,4.31186,3.17579,-7.24755,0.29536,0.4967,0.27679,1.83863
991.07678,58.93242050864,3388.892309832,-4.02384,4.31083,3.17615,-7.18872,0.29398,0.49582,0.27663,1.84505
991.08984,58.9330841414,3388.796761128,-3.96782,4.30982,3.17647,-7.13303,0.2927,0.49506,0.27646,1.85112
991.104,58.933675752,3388.693473552,-3.90678,4.30868,3.17682,-7.07233,0.29127,0.49425,0.27636,1.85774
991.11761,58.93410274052,3388.596736128,-3.84844,4.30757,3.17713,-7.01431,0.28989,0.49347,0.27634,1.86406
991.13287,58.93442684024,3388.486602744,-3.7828,4.3063,3.17747,-6.94901,0.28835,0.49261,0.27642,1.87116
991.14612,58.934576029,3388.392840168,-3.72607,4.30516,3.17775,-6.89256,0.28697,0.49189,0.27664,1.8773
991.16064,58.93458631788,3388.290448704,-3.66355,4.3039,3.17804,-6.83035,0.28549,0.49114,0.27695,1.88406
991.17395,58.93446285132,3388.19877096,-3.60639,4.30272,3.1783,-6.77345,0.28411,0.49046,0.27731,1.89024
991.18744,58.93421077376,3388.10470968,-3.54859,4.30152,3.17856,-6.71591,0.28272,0.48983,0.27773,1.89648
991.20184,58.93378892968,3388.006186128,-3.48681,4.30022,3.17882,-6.6544,0.2812,0.48915,0.27826,1.90316
991.21545,58.9332641968,3387.91480404,-3.42836,4.29898,3.17906,-6.5962,0.27978,0.48853,0.27882,1.90947
991.22931,58.93259027516,3387.820745808,-3.36912,4.29772,3.17929,-6.5372,0.27837,0.4879,0.27948,1.91587
991.24341,58.93176202032,3387.726983232,-3.30871,4.29643,3.17952,-6.47703,0.27688,0.48727,0.28023,1.92239
991.25793,58.93074856564,3387.630840168,-3.24631,4.29508,3.17976,-6.41487,0.27538,0.48669,0.28095,1.92912
991.27142,58.92968366656,3387.54273468,-3.1886,4.29383,3.17997,-6.35738,0.27396,0.48616,0.28169,1.93535
991.2854,58.92843356764,3387.45195,-3.12866,4.29253,3.18018,-6.29765,0.2725,0.48555,0.28265,1.94182
991.29993,58.92699826888,3387.359080488,-3.06669,4.2912,3.1804,-6.23591,0.27101,0.48486,0.28376,1.94851
991.31323,58.92554239236,3387.273654192,-3.00959,4.28996,3.18059,-6.17902,0.26963,0.48424,0.28479,1.95467
991.32672,58.92394761596,3387.18971532,-2.9521,4.28872,3.18079,-6.12174,0.26825,0.48359,0.28591,1.96087
991.34021,58.92220879524,3387.105477744,-2.89435,4.28748,3.18099,-6.0642,0.26686,0.4829,0.28723,1.96709
991.35345,58.92038766348,3387.023325,-2.83774,4.28626,3.18119,-6.00779,0.26553,0.48221,0.28863,1.97319
991.36694,58.91840190964,3386.940577896,-2.78017,4.28503,3.18139,-5.95043,0.26415,0.48153,0.29004,1.97939
991.39349,58.91410630224,3386.780439024,-2.66653,4.28259,3.18179,-5.8372,0.26152,0.48015,0.29313,1.99162
991.4071,58.91171928208,3386.699475,-2.60842,4.28134,3.18199,-5.77931,0.26018,0.4795,0.29482,1.99787
991.42108,58.90913162876,3386.617322256,-2.54893,4.28007,3.18221,-5.72004,0.25882,0.47899,0.29677,2.00426
991.43457,58.90650796436,3386.539037424,-2.49142,4.27884,3.18242,-5.66275,0.25753,0.47846,0.29876,2.01045
991.45026,58.90328240048,3386.448252744,-2.42433,4.2774,3.18267,-5.59592,0.25605,0.47788,0.30107,2.01766
991.46344,58.9004426696,3386.373244512,-2.36825,4.27619,3.18288,-5.54005,0.25483,0.47742,0.30306,2.02369
991.49023,58.89428991936,3386.224118064,-2.25414,4.27345,3.18333,-5.42639,0.25237,0.47653,0.30731,2.03597
991.50415,58.8908740112,3386.145833232,-2.19462,4.27215,3.18357,-5.36712,0.25115,0.47605,0.30973,2.04237
991.51874,58.88719059216,3386.066060976,-2.13275,4.27078,3.18382,-5.30551,0.24988,0.47559,0.3123,2.04902
991.53235,58.88358433972,3385.992244512,-2.07472,4.26935,3.18406,-5.24772,0.24873,0.47519,0.31478,2.05527
991.54718,58.87953566544,3385.91395968,-2.0117,4.26779,3.18433,-5.18498,0.24748,0.47484,0.3175,2.06205
991.56146,58.87547670228,3385.838652744,-1.95097,4.26627,3.18459,-5.1245,0.24631,0.47463,0.32003,2.0686
991.5766,58.87101132836,3385.760666616,-1.88645,4.26464,3.18487,-5.06027,0.24508,0.47447,0.32273,2.07556
991.59003,58.866926643,3385.69041936,-1.82946,4.26318,3.18512,-5.00353,0.24405,0.47437,0.32515,2.08171
991.60364,58.86266190224,3385.621363872,-1.77172,4.26169,3.18538,-4.94606,0.24298,0.47428,0.32762,2.08795
991.61731,58.8582325394,3385.551710976,-1.71358,4.26018,3.18565,-4.88818,0.24196,0.47413,0.33027,2.09424
991.6308,58.85373629884,3385.486227744,-1.65622,4.25868,3.18592,-4.8311,0.24097,0.47399,0.33292,2.10045
991.64478,58.84896225852,3385.416577896,-1.59701,4.25712,3.18621,-4.77217,0.23999,0.47386,0.33569,2.10687
991.65802,58.84429625144,3385.35257904,-1.54084,4.25561,3.18649,-4.71628,0.23906,0.47377,0.33835,2.11296
991.6723,58.83913637812,3385.285010976,-1.48028,4.25396,3.18679,-4.65602,0.23808,0.47381,0.34117,2.11954
991.68781,58.83337460532,3385.210895808,-1.41463,4.25214,3.18713,-4.5907,0.23706,0.47392,0.34422,2.12669
991.70184,58.8280089544,3385.145412576,-1.35513,4.25046,3.18744,-4.5315,0.23617,0.47423,0.34679,2.13317
991.71722,58.8219642374,3385.073973552,-1.28996,4.24857,3.18778,-4.46667,0.23519,0.47466,0.34956,2.1403
991.73114,58.81637223112,3385.011465168,-1.23123,4.24686,3.1881,-4.40824,0.23436,0.47497,0.35216,2.14673
991.74457,58.81081623592,3384.95134032,-1.17422,4.24517,3.18842,-4.35154,0.23355,0.47523,0.3547,2.15299
991.75946,58.804550308,3384.88585404,-1.11145,4.24328,3.18877,-4.28912,0.2327,0.47556,0.35739,2.15989
991.78589,58.7930010402,3384.771258384,-0.99969,4.23984,3.18942,-4.17799,0.23122,0.47615,0.36224,2.17223
991.79968,58.78679170112,3384.712916616,-0.94148,4.23803,3.18977,-4.12012,0.23049,0.47635,0.36486,2.17867
991.81567,58.77942486304,3384.64594596,-0.8739,4.23589,3.19019,-4.05295,0.22965,0.47661,0.3678,2.18617
991.83069,58.77235640248,3384.58433064,-0.81055,4.23386,3.19059,-3.98998,0.22893,0.47677,0.3706,2.19321
991.84552,58.76523649752,3384.524501448,-0.74819,4.23183,3.191,-3.92801,0.22821,0.47686,0.3735,2.20015
991.8595,58.75836352568,3384.469137576,-0.6893,4.22989,3.19139,-3.86951,0.22758,0.47684,0.37632,2.20672
991.87323,58.75149569828,3384.415261128,-0.63153,4.22796,3.19179,-3.81213,0.22697,0.47675,0.37915,2.21318
991.88708,58.74440665996,3384.361683384,-0.57301,4.22599,3.19221,-3.754,0.22638,0.47663,0.38207,2.21972
991.90125,58.73707583296,3384.308998704,-0.51359,4.22395,3.19264,-3.695,0.22583,0.47653,0.38498,2.22638
991.91498,58.72979130592,3384.257502744,-0.45573,4.22194,3.19307,-3.63754,0.22529,0.47642,0.38785,2.23287
991.92834,58.72260452324,3384.207198552,-0.39961,4.21995,3.19349,-3.58184,0.2248,0.47638,0.39064,2.23917
991.94244,58.71487757436,3384.1563,-0.34038,4.21781,3.19395,-3.52304,0.22432,0.47638,0.39358,2.24584
991.95709,58.70670820364,3384.103316616,-0.27885,4.21555,3.19444,-3.46197,0.22384,0.4764,0.39666,2.25278
991.97217,58.69817357768,3384.051226296,-0.21568,4.21319,3.19494,-3.39929,0.22337,0.47646,0.39981,2.25991
991.98621,58.6900607958,3384.003006936,-0.15676,4.21094,3.19542,-3.34082,0.22296,0.47659,0.40273,2.26658
992,58.68198916944,3383.957762424,-0.09909,4.20869,3.1959,-3.28361,0.22259,0.47677,0.40556,2.27312
992.01385,58.67369633216,3383.910436128,-0.04088,4.20637,3.19639,-3.22586,0.22224,0.47698,0.40848,2.27974
992.02814,58.66504852852,3383.864002896,0.0189,4.20395,3.1969,-3.16655,0.22191,0.47723,0.41147,2.28655
992.04205,58.65649846924,3383.819651448,0.07705,4.20156,3.1974,-3.10888,0.2216,0.47746,0.41437,2.2932
992.05652,58.64746997704,3383.774406936,0.13748,4.19903,3.19793,-3.04895,0.22133,0.47769,0.41739,2.30011
992.07068,58.63849807368,3383.730948552,0.19655,4.19651,3.19846,-2.99039,0.22108,0.47798,0.42023,2.30689
992.08466,58.62950559256,3383.688681936,0.25488,4.19398,3.19899,-2.93256,0.22083,0.47827,0.42301,2.31361
992.09839,58.62052340032,3383.648201448,0.31224,4.19144,3.19952,-2.87569,0.22063,0.47861,0.42571,2.32022
992.11292,58.61091873084,3383.606230488,0.37271,4.18871,3.20008,-2.81574,0.22045,0.47905,0.42849,2.32722
992.12616,58.60200341632,3383.568429192,0.42797,4.18617,3.20059,-2.76097,0.22027,0.47946,0.43107,2.33363
992.13959,58.59286689088,3383.531222256,0.48381,4.18356,3.20112,-2.70563,0.22015,0.47992,0.43362,2.34013
992.15363,58.58317991036,3383.493122256,0.54228,4.18077,3.20168,-2.64767,0.22,0.4805,0.43612,2.34696
992.16742,58.57353408536,3383.456210976,0.59958,4.17801,3.20223,-2.59089,0.2199,0.48103,0.43855,2.35366
992.19421,58.55442249076,3383.386859832,0.71088,4.1725,3.20332,-2.48061,0.21974,0.48203,0.44317,2.36676
992.20746,58.54481267684,3383.355306936,0.76584,4.16972,3.20387,-2.42615,0.21969,0.48245,0.44551,2.37325
992.22101,58.53483246324,3383.321373552,0.82209,4.16684,3.20443,-2.37043,0.21964,0.4829,0.44786,2.37991
992.2348,58.52454358324,3383.288333232,0.87935,4.16386,3.20502,-2.31372,0.21962,0.48336,0.45021,2.38672
992.25079,58.51253131584,3383.251126296,0.94533,4.16038,3.20568,-2.24835,0.21959,0.48395,0.45285,2.39459
992.26422,58.50225272472,3383.221362576,1.00098,4.15739,3.20626,-2.19324,0.21958,0.48449,0.45491,2.40125
992.27789,58.49167061164,3383.191297104,1.05758,4.1543,3.20684,-2.13718,0.2196,0.48505,0.45696,2.40804
992.30408,58.47111857384,3383.137125,1.16552,4.14831,3.20798,-2.0303,0.21965,0.48593,0.46082,2.42106
992.31836,58.45970306148,3383.107062576,1.22441,4.14499,3.20861,-1.972,0.2197,0.48628,0.46302,2.42819
992.34491,58.43814271344,3383.055566616,1.33369,4.13873,3.2098,-1.86382,0.2198,0.48672,0.46716,2.44148
992.35876,58.42670147888,3383.029076448,1.3907,4.13541,3.21043,-1.80739,0.21988,0.4869,0.46931,2.44844
992.37262,58.41512134444,3383.004668064,1.4477,4.13204,3.21107,-1.75098,0.21997,0.48718,0.47132,2.45541
992.38647,58.40344346564,3382.980558384,1.50459,4.12866,3.21171,-1.69468,0.22009,0.48738,0.47334,2.4624
992.40277,58.38951746656,3382.954363872,1.57158,4.12464,3.21247,-1.6284,0.22023,0.48755,0.47581,2.47064
992.41644,58.37771097676,3382.931147256,1.62761,4.12124,3.21311,-1.57297,0.22036,0.48773,0.47783,2.47756
992.43048,58.36551350952,3382.909418064,1.68491,4.1177,3.21378,-1.51628,0.22051,0.48796,0.47986,2.48465
992.45691,58.3421165964,3382.870425,1.79298,4.11092,3.21506,-1.40939,0.22083,0.48841,0.4836,2.49808
992.47034,58.33006317348,3382.852862424,1.84785,4.10742,3.21571,-1.35513,0.22099,0.48863,0.48546,2.50493
992.48352,58.3180920616,3382.834111128,1.9017,4.10394,3.21636,-1.30188,0.22116,0.48886,0.48725,2.51166
992.49731,58.30545731696,3382.816252896,1.95797,4.10028,3.21705,-1.24623,0.22135,0.4891,0.48909,2.51872
992.51056,58.29322383864,3382.799583384,2.0119,4.09672,3.21771,-1.19292,0.22154,0.48936,0.49081,2.52551
992.52399,58.28070227168,3382.784401296,2.06654,4.09308,3.21838,-1.1389,0.22172,0.48964,0.49251,2.5324
992.53809,58.26746562756,3382.768627896,2.12373,4.08922,3.21909,-1.08236,0.22194,0.48993,0.49426,2.53964
992.55145,58.25473313856,3382.754338872,2.17815,4.08552,3.21977,-1.02857,0.22214,0.49017,0.4959,2.54655
992.56647,58.24035442876,3382.738861128,2.23898,4.08134,3.22053,-0.96844,0.2224,0.49047,0.49769,2.55429
992.59283,58.21469910648,3382.715345808,2.34589,4.07385,3.2219,-0.8628,0.22283,0.49109,0.50058,2.56796
992.60614,58.2015962178,3382.704333384,2.3997,4.07001,3.22259,-0.80962,0.22304,0.49142,0.50192,2.57487
992.61969,58.18818980716,3382.693616616,2.45424,4.06608,3.22329,-0.75573,0.22325,0.49171,0.50334,2.5819
992.63361,58.17421750812,3382.683497256,2.51055,4.06198,3.22403,-0.7001,0.22348,0.49202,0.50476,2.58917
992.64691,58.16074421976,3382.674566616,2.56429,4.05803,3.22473,-0.64701,0.22369,0.49234,0.50606,2.59614
992.6615,58.14589222148,3382.665639024,2.62296,4.05366,3.2255,-0.58905,0.22395,0.49269,0.50742,2.60377
992.68829,58.1182562898,3382.652541768,2.73061,4.04553,3.22693,-0.48272,0.22437,0.4933,0.50979,2.61783
992.70459,58.101176749,3382.644205488,2.79622,4.04051,3.2278,-0.41791,0.22463,0.49372,0.51104,2.62644
992.71954,58.08543990704,3382.638252744,2.85603,4.03589,3.22861,-0.35885,0.22486,0.49403,0.51214,2.63432
992.73309,58.07101489728,3382.634384832,2.9103,4.03165,3.22934,-0.30526,0.22505,0.49432,0.51308,2.64149
992.74677,58.05631208776,3382.630812576,2.9651,4.02732,3.23009,-0.25115,0.22525,0.49459,0.514,2.64876
992.76031,58.0416555782,3382.62724032,3.01927,4.023,3.23084,-0.19767,0.22543,0.49479,0.51498,2.65596
992.77478,58.02587243628,3382.625454192,3.07707,4.01836,3.23164,-0.14061,0.22565,0.49502,0.51596,2.66366
992.78809,58.01126737112,3382.624262424,3.13006,4.01405,3.23238,-0.0883,0.22582,0.49527,0.51673,2.67075
