Time,V_mps,alt_m,pitch_deg,q_degps,alpha_deg,vpath_deg,beta_deg,p_degps,r_degps,roll_deg
529.12146,40.63821569136,1421.2602258,-0.02624,-0.1826,4.59261,-4.62264,-0.2123,-0.02733,0.36255,1.393
529.13495,40.64074675584,1421.216023704,-0.02864,-0.16457,4.59297,-4.62537,-0.21147,-0.03809,0.36122,1.39252
529.16132,40.64569056268,1421.129554992,-0.03263,-0.12917,4.59426,-4.63061,-0.20988,-0.05651,0.35854,1.39121
529.18726,40.65056234736,1421.044275,-0.03563,-0.09452,4.59631,-4.63562,-0.20833,-0.07137,0.35584,1.38949
529.20123,40.6531911562,1420.998436128,-0.03687,-0.07675,4.59769,-4.63822,-0.2075,-0.07764,0.35435,1.38842
529.21594,40.65596400936,1420.949918064,-0.03792,-0.05869,4.59934,-4.6409,-0.20663,-0.08566,0.35267,1.38719
529.24255,40.66096954948,1420.862406936,-0.03919,-0.02878,4.60273,-4.64552,-0.20508,-0.09671,0.34951,1.38471
529.25684,40.66366523604,1420.815229992,-0.03956,-0.01406,4.60474,-4.64788,-0.20427,-0.10126,0.34774,1.38328
529.27063,40.66626317824,1420.769836128,-0.03979,-0.00682,4.60665,-4.64999,-0.20349,-0.11398,0.34593,1.38174
529.28412,40.6688045316,1420.725335328,-0.03992,-0.00016,4.60853,-4.65198,-0.20272,-0.12442,0.34419,1.3801
529.29761,40.67134588496,1420.680837576,-0.04004,-0.0009,4.61024,-4.65379,-0.20198,-0.13536,0.34255,1.3783
529.31128,40.6739232494,1420.635742416,-0.04017,-0.00183,4.61189,-4.65555,-0.20123,-0.14507,0.34103,1.37635
529.32526,40.67656234712,1420.589455488,-0.04041,-0.0123,4.61326,-4.65713,-0.20047,-0.15362,0.33958,1.37422
529.33893,40.67915000044,1420.544360328,-0.04079,-0.02236,4.6144,-4.65863,-0.19975,-0.16101,0.33828,1.37204
529.35229,40.68167077604,1420.500158232,-0.04133,-0.03623,4.61523,-4.65998,-0.19904,-0.16741,0.3371,1.36983
529.36615,40.68429444044,1420.45431936,-0.04208,-0.0503,4.61586,-4.66135,-0.19832,-0.17335,0.33598,1.36744
529.37964,40.6868357938,1420.409821608,-0.04304,-0.06736,4.61616,-4.66258,-0.19763,-0.17633,0.33503,1.36507
529.40607,40.69185676724,1420.322161128,-0.04556,-0.10021,4.61603,-4.66493,-0.19629,-0.18168,0.33336,1.36031
529.41925,40.69435696508,1420.278553392,-0.04714,-0.11619,4.61562,-4.66608,-0.19564,-0.1841,0.33263,1.35789
529.43286,40.69693432952,1420.233607584,-0.04899,-0.13244,4.61496,-4.66726,-0.19496,-0.18397,0.33196,1.35539
529.44714,40.6996454494,1420.186281288,-0.05116,-0.14891,4.61404,-4.66849,-0.19427,-0.18412,0.33131,1.35275
529.46143,40.7023720026,1420.138954992,-0.05357,-0.16497,4.61287,-4.6697,-0.19359,-0.17294,0.33093,1.35024
529.47504,40.70497508924,1420.09371048,-0.05607,-0.17963,4.61155,-4.67087,-0.19295,-0.16421,0.33054,1.34797
529.4884,40.70752673148,1420.049508384,-0.0587,-0.19344,4.61008,-4.67202,-0.19234,-0.15254,0.33037,1.34589
529.50348,40.71040761788,1419.999502896,-0.0619,-0.20834,4.60822,-4.67333,-0.19166,-0.14143,0.33015,1.34371
529.51782,40.71315989328,1419.951877896,-0.06513,-0.22144,4.60628,-4.67461,-0.19101,-0.13048,0.33058,1.3418
529.54474,40.71833519992,1419.862431288,-0.07167,-0.24276,4.60228,-4.67711,-0.18975,-0.11399,0.33299,1.33856
529.55817,40.72091256436,1419.817781136,-0.07512,-0.25176,4.60014,-4.6784,-0.18906,-0.10692,0.33489,1.3371
529.57275,40.72371113972,1419.769412424,-0.07897,-0.2584,4.59779,-4.67988,-0.18816,-0.1014,0.34048,1.33559
529.58661,40.7263708152,1419.7234242,-0.08271,-0.26422,4.5955,-4.68131,-0.18724,-0.09634,0.34548,1.33424
529.60052,40.72905106844,1419.67714032,-0.08653,-0.26744,4.59321,-4.68282,-0.18617,-0.0923,0.35268,1.33293
529.6264,40.73403088636,1419.590967264,-0.09371,-0.26875,4.58902,-4.68574,-0.18379,-0.08668,0.37007,1.33063
529.6394,40.7365310842,1419.547658232,-0.0973,-0.26709,4.587,-4.68728,-0.18234,-0.08443,0.38089,1.32952
529.65448,40.73943254836,1419.497503392,-0.10137,-0.2597,4.58486,-4.68917,-0.18037,-0.08279,0.39622,1.32825
529.6687,40.74217967932,1419.450177096,-0.10511,-0.25271,4.58296,-4.69096,-0.1783,-0.08067,0.41043,1.32709
529.68219,40.74477762152,1419.405081936,-0.10854,-0.24168,4.58138,-4.69275,-0.17607,-0.07967,0.42681,1.326
529.69556,40.7473601304,1419.360581136,-0.11179,-0.23091,4.57996,-4.69453,-0.17364,-0.07802,0.4428,1.32494
529.70898,40.74992720596,1419.315635328,-0.11487,-0.21491,4.57885,-4.69643,-0.17077,-0.09471,0.46497,1.3237
529.72272,40.75256630368,1419.269796456,-0.1178,-0.19903,4.57792,-4.69836,-0.16753,-0.10801,0.48735,1.32225
529.73724,40.75534430128,1419.221278392,-0.12066,-0.18064,4.57721,-4.70042,-0.16353,-0.12162,0.51709,1.32051
529.75116,40.75801426564,1419.17484516,-0.12316,-0.16357,4.57676,-4.70237,-0.15932,-0.13146,0.54517,1.3187
529.76471,40.7605813412,1419.129451296,-0.12537,-0.14588,4.57663,-4.70434,-0.1546,-0.18136,0.57812,1.31638
529.77875,40.76324101668,1419.082570008,-0.12742,-0.12822,4.57671,-4.70634,-0.14921,-0.22353,0.61219,1.31337
529.79242,40.76573607008,1419.036731136,-0.12915,-0.10723,4.57743,-4.70865,-0.14319,-0.42512,0.64772,1.30818
529.80621,40.76825684568,1418.990596608,-0.13063,-0.08721,4.57837,-4.71091,-0.13644,-0.59527,0.68467,1.30053
529.8327,40.77310290816,1418.901893712,-0.13292,-0.06049,4.58044,-4.71492,-0.12138,-0.86018,0.76285,1.28015
529.85803,40.77741909332,1418.816912424,-0.1345,-0.03599,4.58386,-4.71953,-0.10356,-1.52118,0.84725,1.24741
529.88385,40.78163753412,1418.73029436,-0.13551,-0.01087,4.58834,-4.72455,-0.08128,-2.30927,0.94447,1.19497
529.9101,40.78572221948,1418.641890168,-0.13585,0.01754,4.594,-4.73002,-0.0535,-3.20557,1.05912,1.11888
529.93616,40.78958054948,1418.554083384,-0.13539,0.05066,4.60071,-4.73573,-0.02038,-4.14137,1.18685,1.01949
529.96204,40.7931970908,1418.46687096,-0.13381,0.10061,4.60889,-4.74184,0.01885,-5.10006,1.33471,0.89615
529.987,40.79664901004,1418.382633384,-0.13084,0.16219,4.61798,-4.74758,0.06289,-5.80464,1.49583,0.75736
530.01318,40.79989515168,1418.29407984,-0.12532,0.26923,4.63083,-4.7547,0.11664,-6.79292,1.68319,0.58844
530.02661,40.80155166136,1418.248689024,-0.1213,0.33171,4.63841,-4.75825,0.14724,-7.1994,1.78626,0.49306
530.04022,40.8032287488,1418.2027008,-0.11639,0.39146,4.64659,-4.76161,0.18021,-7.5534,1.89144,0.39163
530.0744,40.80721054536,1418.086614672,-0.0993,0.57595,4.67153,-4.77022,0.27403,-8.43409,2.18718,0.11334
530.08765,40.8086304108,1418.041668864,-0.09089,0.65853,4.68271,-4.77353,0.31456,-8.79017,2.3189,-0.00204
530.10181,40.81015316504,1417.993446456,-0.08065,0.74188,4.69538,-4.77674,0.36052,-9.11285,2.45997,-0.13006
530.11597,40.81157303048,1417.945376448,-0.06899,0.83957,4.70929,-4.77999,0.40967,-9.43492,2.61822,-0.2626
530.14264,40.814186406,1417.855186128,-0.04317,1.01834,4.73781,-4.78527,0.51037,-9.94678,2.9267,-0.52285
530.16925,40.81661458168,1417.76380404,-0.01224,1.18959,4.76927,-4.78943,0.62227,-10.40492,3.25845,-0.79533
530.19513,40.81875466872,1417.676146608,0.02234,1.33512,4.8018,-4.79216,0.74275,-10.84602,3.61056,-1.0715
530.20856,40.81977326784,1417.63045404,0.04187,1.40481,4.81922,-4.79306,0.80978,-11.05553,3.8008,-1.21865
530.23523,40.82150179968,1417.539520008,0.08393,1.52595,4.85481,-4.79393,0.95419,-11.56192,4.21034,-1.52235
530.24866,40.82221687684,1417.493681136,0.10654,1.57642,4.87291,-4.79388,1.03252,-11.85602,4.43219,-1.68058
530.27527,40.82346183132,1417.402896456,0.15383,1.65765,4.90846,-4.79265,1.19877,-12.39267,4.88569,-2.00428
530.28931,40.82402257528,1417.3549758,0.18003,1.69074,4.92687,-4.79143,1.29297,-12.6544,5.1334,-2.18116
530.30322,40.82442898604,1417.307497104,0.20669,1.71772,4.94481,-4.78998,1.39071,-12.96744,5.39004,-2.36024
530.31793,40.82484054124,1417.257342264,0.23569,1.74115,4.96325,-4.78801,1.49881,-13.23594,5.65855,-2.55387
530.34442,40.82529325196,1417.167154992,0.28969,1.77073,4.99503,-4.78374,1.70577,-13.75473,6.15839,-2.91266
530.37054,40.82540642964,1417.078153392,0.34525,1.78976,5.0243,-4.77875,1.92671,-14.27201,6.68125,-3.27991
530.39612,40.8252212298,1416.991239672,0.40182,1.79927,5.05067,-4.77324,2.15914,-14.77686,7.20116,-3.65226
530.42224,40.82471193024,1416.902387424,0.46182,1.79355,5.07479,-4.76706,2.4138,-15.32409,7.74037,-4.04686
530.43506,40.8243209528,1416.85892904,0.49203,1.7945,5.08567,-4.76407,2.54481,-15.62391,8.00859,-4.24535
530.46185,40.82333836476,1416.768293712,0.5569,1.77761,5.10548,-4.75731,2.83184,-16.17913,8.56539,-4.67091
530.47498,40.82277247636,1416.723942264,0.58948,1.76701,5.11379,-4.75392,2.97869,-16.42169,8.83588,-4.8842
530.50116,40.82139891088,1416.635242416,0.65658,1.75454,5.12811,-4.74751,3.28517,-16.94177,9.3773,-5.32088
530.52661,40.81984014556,1416.549368064,0.72441,1.74107,5.13871,-4.74155,3.59886,-17.42052,9.90014,-5.75697
530.53937,40.8189707352,1416.506357736,0.75945,1.72896,5.1427,-4.73869,3.76213,-17.67045,10.16002,-5.98007
530.55328,40.81802930268,1416.459327096,0.7985,1.71382,5.14589,-4.73559,3.94498,-17.88962,10.43864,-6.22692
530.57916,40.81610013768,1416.372260976,0.87318,1.6855,5.14905,-4.73055,4.29631,-18.32285,10.95051,-6.69326
530.60504,40.81398577284,1416.285197904,0.9509,1.65633,5.14841,-4.72647,4.66306,-18.75407,11.4497,-7.17024
530.61798,40.8128488516,1416.24173952,0.99087,1.63833,5.14661,-4.72487,4.8518,-18.99534,11.69423,-7.41235
530.63263,40.8115627416,1416.192477744,1.0371,1.61737,5.14316,-4.72329,5.07019,-19.21306,11.9662,-7.68984
530.65918,40.80904711044,1416.10332984,1.12357,1.57153,5.13341,-4.7216,5.47813,-19.65793,12.44857,-8.20177
530.685,40.80638743496,1416.016413072,1.21099,1.51567,5.11916,-4.72147,5.88963,-20.11435,12.90007,-8.71127
530.69879,40.80489040292,1415.970129192,1.25872,1.47536,5.10926,-4.722,6.11463,-20.37831,13.13349,-8.98746
530.72516,40.80200951652,1415.881575648,1.35236,1.4027,5.08615,-4.72453,6.55532,-20.80308,13.56307,-9.5238
530.73853,40.80054849556,1415.83662984,1.40104,1.3667,5.07231,-4.7266,6.78369,-20.98433,13.77129,-9.79935
530.75189,40.79906689684,1415.79153468,1.4507,1.33179,5.05712,-4.72935,7.01601,-21.17282,13.97698,-10.0779
530.76599,40.79754928704,1415.744059032,1.5039,1.29514,5.03958,-4.73282,7.26377,-21.32708,14.18361,-10.37301
530.79205,40.79477643388,1415.6562492,1.60511,1.23588,5.00362,-4.74127,7.73063,-21.56687,14.54531,-10.9233
530.81732,40.79217849168,1415.570822904,1.70692,1.18479,4.96452,-4.752,8.19321,-21.73834,14.86397,-11.46115
530.83038,40.79091810388,1415.526919512,1.76069,1.1594,4.94285,-4.75848,8.43432,-21.80527,15.01042,-11.73877
530.85645,40.78853622816,1415.438365968,1.87145,1.11183,4.89641,-4.77349,8.92353,-21.87397,15.26237,-12.29665
530.88281,40.78632411896,1415.348770008,1.98712,1.06099,4.84549,-4.79141,9.42422,-21.8811,15.46312,-12.86033
530.89581,40.78528494208,1415.304421608,2.04546,1.03703,4.81904,-4.80131,9.67273,-21.8641,15.53684,-13.13774
530.90936,40.78425605408,1415.257985328,2.1073,1.01589,4.79062,-4.81252,9.93323,-21.84275,15.59799,-13.42702
530.92603,40.78305225512,1415.200835328,2.18428,0.99523,4.75466,-4.8274,10.25346,-21.79996,15.65253,-13.78059
530.93921,40.78220342252,1415.155444512,2.24654,0.97963,4.72637,-4.84106,10.50851,-21.73821,15.67864,-14.06071
530.96515,40.78069095716,1415.065848552,2.37092,0.95127,4.66934,-4.87028,11.00872,-21.59798,15.68633,-14.60637
530.99017,40.77944600268,1414.978934832,2.49371,0.93364,4.61256,-4.90152,11.49059,-21.44997,15.6391,-15.1284
531.01599,40.77840168136,1414.88859516,2.62308,0.92841,4.55254,-4.93695,11.98561,-21.29108,15.535,-15.66229
531.04175,40.77760429316,1414.797511776,2.75515,0.94165,4.49178,-4.97577,12.47701,-21.1285,15.37502,-16.19135
531.0686,40.77706412696,1414.702112424,2.8953,0.97298,4.4283,-5.01962,12.98263,-20.93287,15.14842,-16.73629
531.09448,40.77689950488,1414.60924596,3.03274,1.00411,4.36712,-5.06477,13.46288,-20.67418,14.86369,-17.2552
531.10693,40.77694580484,1414.564297104,3.0994,1.01894,4.3378,-5.08748,13.69078,-20.53462,14.70331,-17.50195
531.12097,40.77719273796,1414.5132492,3.17486,1.01771,4.30426,-5.11332,13.94542,-20.27169,14.49768,-17.77766
531.13409,40.77747568216,1414.465477896,3.24508,1.02189,4.27347,-5.13827,14.1794,-20.05531,14.29209,-18.03102
531.14813,40.77803642612,1414.413832584,3.32028,1.00787,4.24011,-5.16508,14.42708,-19.66528,14.04331,-18.29855
531.17407,40.77947172488,1414.318137576,3.45713,0.95472,4.1795,-5.21561,14.87179,-18.84394,13.5247,-18.77622
531.18811,40.78045431292,1414.265897904,3.52971,0.91229,4.14717,-5.24366,15.10617,-18.36266,13.21056,-19.0254
531.2027,40.78181758952,1414.211277744,3.60311,0.82995,4.11342,-5.27226,15.34307,-17.64878,12.84733,-19.27437
531.21838,40.78335577708,1414.152192264,3.67973,0.75336,4.0785,-5.30424,15.59128,-16.9911,12.43683,-19.53202
531.23193,40.78501228676,1414.100848704,3.7434,0.64471,4.04832,-5.33134,15.79856,-16.24466,12.03277,-19.74466
531.25739,40.78850021708,1414.003812576,3.85579,0.44788,3.99423,-5.38376,16.17058,-14.84455,11.20847,-20.119
531.28412,40.79286784664,1413.900970008,3.96193,0.2431,3.94244,-5.43995,16.53252,-13.15966,10.23602,-20.47073
531.30963,40.79770876468,1413.801553392,4.05119,0.05497,3.89992,-5.49463,16.84914,-11.33069,9.21611,-20.76284
531.32251,40.8003221402,1413.750953544,4.09138,-0.03395,3.88185,-5.52275,16.99752,-10.42831,8.67716,-20.89255
531.34943,40.80636171276,1413.644541768,4.16356,-0.23116,3.85207,-5.58077,17.27844,-8.20001,7.4461,-21.11971
531.37482,40.81254532964,1413.543189672,4.21657,-0.40983,3.83524,-5.63555,17.50759,-6.01631,6.20259,-21.28016
531.38837,40.81606927104,1413.488718864,4.23838,-0.50713,3.83105,-5.66424,17.61413,-4.69692,5.49764,-21.34253
531.41449,40.82307599832,1413.382752096,4.26739,-0.68769,3.8332,-5.71946,17.78905,-2.30489,4.08941,-21.41849
531.42914,40.82715553924,1413.322773552,4.27561,-0.78719,3.84057,-5.75017,17.86832,-1.03636,3.27102,-21.43432
531.45502,40.8340953888,1413.216361776,4.27603,-0.94637,3.86566,-5.80409,17.97253,1.34091,1.72446,-21.4165
531.46844,40.83751129696,1413.160848552,4.2689,-1.01858,3.8851,-5.83216,18.00794,2.61263,0.8822,-21.38414
531.49518,40.84416820232,1413.049078392,4.23952,-1.15488,3.93497,-5.88748,18.04018,4.90479,-0.84894,-21.27594
531.50818,40.84729602184,1412.994607584,4.21798,-1.21874,3.96409,-5.91377,18.03681,5.90999,-1.71089,-21.20341
531.52246,40.85055245236,1412.934184032,4.18841,-1.28572,4.00025,-5.9424,18.01736,7.10287,-2.69802,-21.10784
531.5484,40.85622676968,1412.823754992,4.11967,-1.41894,4.07359,-5.99282,17.94276,9.1092,-4.50842,-20.89761
531.57324,40.86139693188,1412.717340168,4.03525,-1.57111,4.15128,-6.0385,17.82274,10.7786,-6.26015,-20.65307
531.58801,40.86451446252,1412.653493712,3.97568,-1.67405,4.19901,-6.06439,17.72806,11.56673,-7.30271,-20.49075
531.60229,40.86744679332,1412.59172904,3.91217,-1.78462,4.24512,-6.08832,17.62149,12.29577,-8.30174,-20.3249
531.61633,40.87039455744,1412.530561776,3.84336,-1.89969,4.29016,-6.111,17.50137,12.88901,-9.28149,-20.15289
531.6424,40.87582194164,1412.416709832,3.70037,-2.14568,4.37005,-6.15019,17.2413,13.82652,-11.07243,-19.81681
531.66852,40.88133678132,1412.301961776,3.53634,-2.42442,4.44295,-6.18604,16.93185,14.5315,-12.83262,-19.46143
531.68237,40.88429997876,1412.240794512,3.44068,-2.58342,4.47786,-6.20379,16.74781,14.83334,-13.75242,-19.26668
531.70886,40.890066896,1412.123367264,3.24255,-2.90312,4.53552,-6.23521,16.36091,15.24427,-15.46963,-18.88727
531.72247,40.89311240448,1412.06279436,3.1325,-3.07478,4.56008,-6.25026,16.14365,15.38462,-16.33311,-18.68888
531.73663,40.8962916684,1411.999691616,3.01266,-3.2584,4.58166,-6.26515,15.90558,15.51621,-17.21368,-18.48138
531.7511,40.89963040996,1411.934952096,2.88426,-3.44659,4.59942,-6.27971,15.64915,15.59103,-18.0953,-18.26796
531.77679,40.90563911588,1411.81960968,2.64242,-3.79166,4.62013,-6.304,15.16275,15.69326,-19.62191,-17.88635
531.79071,40.9088698242,1411.756954992,2.50379,-3.97848,4.62582,-6.31668,14.88212,15.81419,-20.43246,-17.67751
531.81702,40.91518719652,1411.638189672,2.22925,-4.32583,4.62566,-6.33956,14.32296,15.89617,-21.9158,-17.28069
531.84302,40.9215508688,1411.520466768,1.94204,-4.6534,4.61195,-6.3616,13.73314,15.98947,-23.32726,-16.88625
531.85571,40.92470441052,1411.462868712,1.79669,-4.80589,4.60096,-6.37235,13.43254,16.05166,-23.99359,-16.69189
531.87006,40.92832095184,1411.397681136,1.62823,-4.97313,4.58485,-6.38443,13.08231,16.08216,-24.73784,-16.47106
531.88293,40.93167512672,1411.339043712,1.47386,-5.11843,4.56726,-6.3953,12.75975,16.07105,-25.38443,-16.27238
531.89722,40.93537397908,1411.273709832,1.29844,-5.27063,4.54463,-6.40774,12.39105,16.13818,-26.08959,-16.04992
531.92261,40.94201545112,1411.157474352,0.97927,-5.51874,4.49741,-6.43088,11.71448,16.34752,-27.27396,-15.65049
531.9361,40.94555997028,1411.095560328,0.80607,-5.63906,4.46922,-6.44373,11.34342,16.49704,-27.88325,-15.43416
531.95007,40.94932055592,1411.031119512,0.62344,-5.76369,4.43724,-6.45724,10.9491,16.6045,-28.50798,-15.20669
531.9765,40.9565845052,1410.90908064,0.27254,-5.97483,4.36925,-6.48325,10.18391,16.85873,-29.58953,-14.77033
531.98932,40.96019590208,1410.849547104,0.09975,-6.05976,4.3337,-6.49669,9.80295,17.00479,-30.07256,-14.55358
532.00317,40.9641725542,1410.78525564,-0.08801,-6.13825,4.29364,-6.51177,9.38506,17.12002,-30.58582,-14.31686
532.0174,40.968390995,1410.719175,-0.2814,-6.21188,4.25071,-6.52781,8.95036,17.19239,-31.09039,-14.07197
532.04401,40.97607678836,1410.59475564,-0.64644,-6.3196,4.16733,-6.5605,8.11511,17.60441,-32.02265,-13.60058
532.06946,40.98375229284,1410.47539596,-0.99576,-6.3877,4.08364,-6.59416,7.29663,17.82575,-32.87637,-13.13879
532.08344,40.98802217804,1410.40931532,-1.1883,-6.40248,4.03644,-6.61422,6.83635,17.99621,-33.33587,-12.8792
532.09753,40.99247726308,1410.343533384,-1.38185,-6.40549,3.98811,-6.63539,6.36657,18.11326,-33.77768,-12.61413
532.12372,41.0005694672,1410.217922256,-1.73745,-6.33298,3.9,-6.67858,5.47878,18.54994,-34.60119,-12.10989
532.13782,41.00502969668,1410.150652896,-1.92651,-6.27583,3.85256,-6.70309,4.99263,18.71055,-35.03898,-11.83253
532.1507,41.00926871524,1410.089781288,-2.09825,-6.21992,3.80897,-6.72637,4.54202,18.81443,-35.42094,-11.57505
532.16504,41.01396558896,1410.020576448,-2.28701,-6.12637,3.76139,-6.75371,4.03496,18.97665,-35.8455,-11.28479
532.19098,41.022664837,1409.89496532,-2.62047,-5.91938,3.67748,-6.80624,3.10621,19.27134,-36.57021,-10.75089
532.20502,41.02748003284,1409.826504192,-2.79664,-5.7885,3.63344,-6.83634,2.59546,19.42729,-36.94658,-10.45543
532.21844,41.03211002884,1409.760722256,-2.96156,-5.62765,3.59306,-6.86662,2.10211,19.59436,-37.30373,-10.16887
532.23193,41.03690979136,1409.694196608,-3.12376,-5.46913,3.55334,-6.8978,1.60162,19.7132,-37.6436,-9.87715
532.24603,41.04197192032,1409.624543712,-3.28833,-5.26983,3.51383,-6.9316,1.07542,19.80161,-37.99591,-9.57006
532.25928,41.04686428276,1409.558761776,-3.43853,-5.09155,3.47779,-6.96393,0.57783,19.84908,-38.30915,-9.27946
532.27295,41.05189040064,1409.49045,-3.58935,-4.87657,3.44276,-6.99892,0.05847,19.97767,-38.62873,-8.97544
532.29956,41.06199922524,1409.35650564,-3.86843,-4.45022,3.37921,-7.06946,-0.96227,20.16203,-39.19498,-8.37542
532.31268,41.06711794304,1409.28983064,-3.99871,-4.23577,3.35021,-7.10543,-1.47031,20.2265,-39.44987,-8.07559
532.32654,41.07261220496,1409.219135328,-4.1304,-3.97462,3.32208,-7.14465,-2.00956,20.26399,-39.70588,-7.75703
532.3399,41.07802930028,1409.1506742,-4.25174,-3.73351,3.29656,-7.183,-2.5322,20.26967,-39.93053,-7.44812
532.35321,41.0833435068,1409.082066768,-4.36631,-3.43349,3.27481,-7.22317,-3.05511,20.38165,-40.14328,-7.13807
532.36731,41.08907441296,1409.008692264,-4.48094,-3.12786,3.25398,-7.26623,-3.61254,20.45324,-40.35003,-6.80644
532.38141,41.09480531912,1408.935022104,-4.58793,-2.78699,3.23672,-7.31062,-4.17216,20.54883,-40.54588,-6.47234
532.4079,41.10586072068,1408.795570008,-4.76807,-2.16192,3.21155,-7.39539,-5.22835,20.63118,-40.8583,-5.83934
532.42114,41.11149902692,1408.725176448,-4.84785,-1.85471,3.20247,-7.43841,-5.75857,20.63326,-40.98723,-5.52091
532.4361,41.11791928804,1408.645105488,-4.92959,-1.5076,3.19512,-7.48749,-6.35895,20.60937,-41.11678,-5.16042
532.46216,41.12937081148,1408.504464672,-5.05126,-0.92925,3.18862,-7.57386,-7.40662,20.48967,-41.2677,-4.53189
532.47662,41.13596083912,1408.42558548,-5.10745,-0.62054,3.18942,-7.62317,-7.98767,20.36422,-41.29809,-4.18413
532.49048,41.14242225576,1408.349534832,-5.15393,-0.34092,3.19227,-7.67067,-8.54401,20.21917,-41.2883,-3.852
532.50513,41.14938782752,1408.26872016,-5.19531,-0.0553,3.19746,-7.72107,-9.13021,20.04875,-41.23855,-3.50306
532.51886,41.15607045508,1408.192370808,-5.22727,0.18287,3.20371,-7.76823,-9.67859,19.86992,-41.1551,-3.17764
532.53387,41.1634681598,1408.108431936,-5.25473,0.43584,3.21244,-7.81993,-10.27436,19.66229,-41.02575,-2.82531
532.56104,41.17718323684,1407.955138872,-5.28565,0.85104,3.23231,-7.91359,-11.34371,19.23137,-40.68575,-2.19629
532.57526,41.18450377496,1407.874177896,-5.29253,1.05232,3.24484,-7.96273,-11.89778,18.98472,-40.45458,-1.8722
532.58942,41.19188090192,1407.792915168,-5.29325,1.24768,3.25887,-8.01187,-12.44534,18.73803,-40.19038,-1.55312
532.60455,41.19984963948,1407.705702744,-5.2875,1.44314,3.27536,-8.06436,-13.02426,18.4586,-39.86518,-1.21702
532.61841,41.20723705532,1407.625037424,-5.27647,1.61767,3.29201,-8.11275,-13.5507,18.20499,-39.53345,-0.9124
532.65137,41.22508311768,1407.431562576,-5.22971,1.98402,3.33636,-8.22759,-14.77556,17.56297,-38.59839,-0.2072
532.66486,41.2325837112,1407.35179032,-5.20283,2.1101,3.35617,-8.27417,-15.26482,17.19335,-38.13787,0.07277
532.67798,41.23992482708,1407.273505488,-5.17259,2.23108,3.37691,-8.31973,-15.73526,16.86007,-37.66446,0.34055
532.69159,41.24766206484,1407.191947104,-5.13738,2.3473,3.39962,-8.36658,-16.21339,16.43246,-37.12743,0.61093
532.70624,41.25600120208,1407.103841616,-5.09518,2.47051,3.42602,-8.41716,-16.71918,16.01046,-36.52518,0.8948
532.72009,41.26403681736,1407.019753392,-5.05137,2.57814,3.45261,-8.4646,-17.18849,15.49738,-35.91219,1.15556
532.74707,41.27981995928,1406.854853544,-4.95611,2.77945,3.51023,-8.55657,-18.07562,14.48379,-34.66379,1.64013
532.76001,41.28743373048,1406.774931936,-4.90604,2.87225,3.541,-8.60047,-18.48858,13.98695,-34.03138,1.86104
532.77393,41.29577286772,1406.688463224,-4.84936,2.9617,3.57634,-8.6469,-18.92252,13.28672,-33.31629,2.08847
532.78802,41.30399368284,1406.600653392,-4.78937,3.05224,3.61525,-8.6938,-19.34892,12.65754,-32.54062,2.30777
532.80145,41.31199843148,1406.516269512,-4.72989,3.12607,3.65497,-8.73773,-19.74455,11.9085,-31.77234,2.50591
532.81567,41.32041987976,1406.426822904,-4.66483,3.20455,3.70055,-8.78405,-20.15155,11.2178,-30.96344,2.70404
532.84161,41.33605897736,1406.262218712,-4.54158,3.31374,3.79228,-8.86634,-20.86267,9.71469,-29.45416,3.03204
