Time,Phugoid_Mode,Short_Period_Mode,Roll_Mode,Dutch_Roll_Mode,Spiral_Mode
0.0,0.6549364766176421,0.6549364766176433,0.011875422037359768,0.0034194197571708242,0.020876880758576046
0.014589999999998327,0.6558324219142754,0.6558324219142765,0.011878262032289543,0.003456421436747781,0.020990529702822776
0.028139999999893917,0.656608608934592,0.6566086089345933,0.0118939999873579,0.003492737759908616,0.021096432924156704
0.04314999999996871,0.657406360571745,0.657406360571746,0.011923349209227933,0.0035346021068418426,0.021213023973727922
0.05773999999996704,0.6581230990110011,0.6581230990110022,0.011961470639482864,0.003576380978485847,0.0213263331233824
0.07201999999995223,0.6587726909075191,0.6587726909075202,0.012006980537485983,0.003619372142367841,0.021437968247735972
0.08520999999996093,0.659326348970958,0.6593263489709591,0.01205706691417734,0.0036608281691912973,0.02154015283845673
0.09972999999990861,0.659891544475622,0.6598915444756234,0.012117044853794612,0.003706734891156913,0.021653154140687695
0.11333999999999378,0.6603786510684835,0.6603786510684845,0.012178618297888844,0.0037510883224321358,0.021758617473044705
0.12774999999999181,0.6608541236572226,0.6608541236572238,0.012249207090485707,0.00379944134216785,0.021870128440344482
0.14178999999990083,0.661275479926154,0.6612754799261552,0.01232312280460301,0.0038475418685027,0.0219778765803079
0.15643999999997504,0.6616789787300948,0.6616789787300961,0.01240354360870706,0.003898091640875907,0.022090394728165846
0.1696199999998953,0.6620117119967519,0.662011711996753,0.012479351551676614,0.0039447045028353335,0.022191248987366935
0.18316999999990458,0.6623248609441785,0.6623248609441796,0.012559694094590079,0.003992058886308416,0.02229395173028429
0.19750999999996566,0.6626255622660272,0.6626255622660284,0.012647311932318887,0.004043119523755743,0.022401798879941218
0.21209999999996398,0.6629042284540989,0.6629042284541001,0.01273820324158913,0.004096221189495173,0.02251198776775975
0.2268699999999626,0.6631595274875811,0.6631595274875824,0.012830112988405508,0.004149969177915095,0.022622984455040705
0.24126999999998588,0.6633847086867076,0.6633847086867086,0.0129258110659854,0.004202612257170687,0.022730239970795773
0.25622999999995955,0.6635977514020087,0.6635977514020099,0.013025431121265738,0.004257958591223094,0.022841849082845256
0.27093999999999596,0.6637867034818664,0.6637867034818675,0.01312212253139464,0.004311799372531644,0.022950419374655428
0.2864399999999705,0.6639675406960451,0.6639675406960464,0.013226077091897919,0.004369604096895084,0.02306458848987833
0.3006599999999935,0.664118054608106,0.6641180546081071,0.013319764408872465,0.004421989317350476,0.023169086518353338
0.3142099999998891,0.6642518324233601,0.6642518324233613,0.013409533937942827,0.0044724837072987215,0.023268269899585064
0.33068999999989046,0.6643990500290671,0.6643990500290682,0.013520612214571744,0.0045338484142807035,0.023387721752229723
0.34478999999998905,0.6645173819518656,0.6645173819518668,0.01361475026982421,0.004586407037507936,0.023489382407618466
0.35900999999989835,0.6646295452391757,0.6646295452391769,0.013706715426083364,0.004639229066554143,0.023591407893389003
0.37304999999992106,0.6647365383308405,0.6647365383308416,0.013798021636783894,0.0046915395089920245,0.023692463879857364
0.3878199999999197,0.6648442066418715,0.6648442066418725,0.013902724598306007,0.004746214213286561,0.02379893801832258
0.402409999999918,0.6649478289686146,0.6649478289686158,0.014003596036094149,0.004799471508743481,0.02390350573808407
0.4165099999999029,0.6650466730745007,0.6650466730745019,0.014099500686412742,0.00485105730639771,0.024003830431144405
0.43023999999991247,0.6651437540490772,0.6651437540490784,0.014191347213461656,0.004901121957688031,0.02410137692189356
0.44524999999998727,0.6652501163668714,0.6652501163668726,0.014291867769735594,0.004955252828053269,0.024206912295588228
0.460329999999999,0.6653593507780756,0.6653593507780768,0.014391894430323241,0.00500936765100708,0.024312070842649806
0.4769900000000007,0.6654836491843774,0.6654836491843786,0.014497868176715093,0.005068964837487061,0.02442824347761434
0.491579999999999,0.6655984742413518,0.665598474241353,0.014590172469399369,0.005121341936978264,0.024529989628903858
0.5070199999998977,0.6657241937769184,0.6657241937769195,0.014688949633602042,0.005175638231371974,0.02463729744162545
0.5208199999999579,0.6658424537823321,0.6658424537823333,0.014774636541531768,0.005223408920062747,0.02473282018005427
0.5471799999999121,0.6660843413723821,0.6660843413723833,0.014936440794098133,0.005313728189097613,0.02491309126893458
0.5609799999999723,0.6662197730981756,0.6662197730981768,0.01501883368070989,0.005360873099425186,0.025007086001569465
0.5751399999999194,0.6663665676551774,0.6663665676551785,0.015102111040089041,0.005408254281335989,0.02510357537430426
0.5891699999999673,0.6665188334517096,0.6665188334517107,0.01518429458673011,0.005455138079270154,0.025198007733131047
0.6045599999999922,0.6666951853806867,0.6666951853806878,0.015271799332573808,0.005505247731632437,0.025301311006505435
0.6191399999999021,0.6668700202703791,0.6668700202703804,0.015352546370753051,0.005552599054379544,0.025399009326606884
0.6329399999999623,0.6670437117127344,0.6670437117127355,0.015426704271547693,0.0055963089231709905,0.02549112694819239
0.6472199999999475,0.6672318162088183,0.6672318162088193,0.01550646818431954,0.005641265701556436,0.02558668676932914
0.6624799999999595,0.6674419388598615,0.6674419388598628,0.01558914089867644,0.005688306963703741,0.025688298002807163
0.6776099999999587,0.6676595531645843,0.6676595531645854,0.01566902208721637,0.005734366817678275,0.025788588005403512
0.6929999999999836,0.6678904815746315,0.6678904815746328,0.01574873754320009,0.005780475419679215,0.025890490552204694
0.707339999999931,0.6681145547132211,0.6681145547132221,0.015820876083301995,0.005822630322237159,0.025984193462632997
0.721559999999954,0.6683431371777403,0.6683431371777415,0.015888107960294377,0.00586294218889493,0.02607669337780531
0.736699999999928,0.6685969664865334,0.6685969664865348,0.015957329462461374,0.005905845806638333,0.026175038011109278
0.7508599999999888,0.6688409930697754,0.6688409930697765,0.016019373530711332,0.00594532007173335,0.026266696362515586
0.7659299999999121,0.6691086533820972,0.6691086533820986,0.016090302697991637,0.005985564091505389,0.026365762736317362
0.7797299999999723,0.6693619205179053,0.6693619205179066,0.01615264743791633,0.0060222011832095435,0.026456399456746833
0.7938299999999572,0.6696264122649509,0.6696264122649521,0.016213317827204057,0.00605907762025499,0.026548205572329824
0.8084099999999808,0.6699063040943419,0.669906304094343,0.0162724323970856,0.006095848543521726,0.026643297833758836
0.8217799999999897,0.6701690763862655,0.6701690763862665,0.016324920800374332,0.006129429351460816,0.026730229484729955
0.8355099999999993,0.670443338610222,0.6704433386102231,0.01637526654942943,0.0061622336468422235,0.026819119569676062
0.8496099999999842,0.6707300288290123,0.6707300288290134,0.01642520154881434,0.006195530751332545,0.02691017541855094
0.8761599999999135,0.6712833729716378,0.6712833729716391,0.016517298716273828,0.006255882355783902,0.027081794012392853
0.8909299999999121,0.671598665590908,0.6715986655909092,0.01656634374808269,0.006288108744138907,0.027177428919859074
0.9051499999999351,0.6719039328499187,0.6719039328499199,0.016610575105627648,0.006317749650223047,0.02726824457010293
0.9188299999999572,0.6722024549191591,0.6722024549191602,0.016650275931776554,0.006345420548062287,0.027355898351111865
0.9322499999999536,0.6724966199609872,0.6724966199609883,0.016686574730035167,0.006371737932825615,0.02744202461549432
0.9467199999999139,0.672815995911539,0.67281599591154,0.01672354877056808,0.006399369415943501,0.027534526797818964
0.9613699999999881,0.6731429650153735,0.6731429650153747,0.01675762715124841,0.006426230074446686,0.027628220211078264
0.9748599999999215,0.673445891065604,0.6734458910656052,0.016786007981894998,0.006450101972022157,0.027714475566081833
0.9890799999999444,0.6737653877111203,0.6737653877111214,0.016817466635517146,0.006474538641181535,0.027805993338967046
1.0033599999999296,0.6740863588894451,0.6740863588894465,0.016842949454987557,0.0064971236146025586,0.027897595991639143
1.0180099999998902,0.6744183515658982,0.6744183515658995,0.016865931808639684,0.0065197766757764475,0.0279915699665701
1.0331399999998894,0.6747597358562082,0.6747597358562094,0.016886355935192537,0.006541453590941665,0.02808821455926965
1.0473700000000008,0.6750809945366807,0.6750809945366818,0.016904207779348986,0.006561426287264437,0.02817976428734461
1.0621399999999994,0.6754140528592106,0.675414052859212,0.01691966726239369,0.0065808843761861295,0.028274979162610844
1.0764799999999468,0.6757352497242929,0.6757352497242942,0.016931364092613307,0.006598118814587957,0.028366658733303407
1.089909999999918,0.6760352203711834,0.6760352203711847,0.016940698942144315,0.006614121642414888,0.028452776127233632
1.1037599999999657,0.6763417060414504,0.6763417060414517,0.016947356972297444,0.006628891616645847,0.028541865197893777
1.1181100000000015,0.6766584927925057,0.6766584927925069,0.016952244520595138,0.006643452493351594,0.02863459023473639
